,explicit_line,explicit_phrase,explicit_label
2641,how do you do that shit,['shit'],1
2644,how do you,[],0
2649,you let me win you let me ride,[],0
2650,you let me rock you let me slide,[],0
2651,and when they lookin' you let me hide,[],0
2652,defend my honor protect my pride,[],0
2653,the good advice i always hated,[],0
2654,but looking back it made me greater,[],0
2655,you always told me forget the haters,[],0
2656,just get my money just get my weight up,[],0
2657,know when i'm lyin' know when i'm crying,[],0
2658,it's like you got it down to a science,[],0
2659,why am i tryin' know you ain't buying,[],0
2660,i tried to fight it back with defiance,[],0
2661,you make me laugh you make me hoarse,[],0
2662,from yelling at you and getting at you,[],0
2663,picking up dishes throwing 'em at you,[],0
2664,why are you speaking when no one asked you,[],0
2678,how do you do that,[],0
2683,what are we doin' could you see through me,[],0
2684,'cause you say nicki and i say who me,[],0
2685,and you say no you and i say screw you,[],0
2686,then you start dressing and you start leaving,[],0
2687,and i start crying and i start screaming,[],0
2688,the heavy breathin' but what's the reason,[],0
2689,always get the reaction you wanted,[],0
2690,i'm actually frontin' i'm asking you somethin' yo,[],0
2691,answer this question class is in session,[],0
2692,tired of letting passiveaggression,[],0
2693,control my mind capture my soul,[],0
2694,okay you're right just let it go,[],0
2695,okay you got it it's in the can,[],0
2696,before i played it you knew my hand,[],0
2697,you could turn a free throw to a goal,[],0
2698,nigga got the peephole to my soul,['nigga'],1
2717,stop ooh,[],0
2719,won't you just stop looking through me 'cause i can't take it,[],0
2720,no i can't take it you see right,[],0
2731,you see right through me baby,[],0
2732,you see right through me do that shit,['shit'],1
2733,you see right through me how do you do that shit,['shit'],1
2734,how do you do that how do you do that,[],0
2736,baby,[],0
2737,mm,[],0
2738,ain't gang if you let shit slide,['shit'],1
2739,ain't bad if you gotta dick ride,['dick'],1
2740,big guns and a lot of zip ties,[],0
2741,said she look like me quit lying,[],0
2742,ayy smallz is that you,[],0
2744,don't stop don't stop don't stop don't stop,[],0
2745,don't stop don't stop the beat,[],0
2748,can't stop won't stop the beat,[],0
2751,i won't stop won't the beat let's go,[],0
2753,don't stop hey hey hey,[],0
2754,we gon' spin and kill,[],0
2755,everybody,[],0
2757,these bitches fuck,"['fuck', 'bitches']",1
2760,a nigga telling on,"['telling', 'nigga']",1
2763,oh move your feet and feel u,[],0
2764,we gon' spin and kill everybody,[],0
2765,these bitches fuck everybody,"['fuck', 'bitches']",1
2766,a nigga telling on everybody,['nigga'],1
2767,oh ayo move your feet and feel u,[],0
2768,all these bitches on my,['bitches'],1
2769,body,[],0
2771,spent another bag on my,[],0
2774,nah nigga you ain't fucked a new,"['nigga', 'fucked', ""ain't"", 'new']",1
2777,every whip heavy on it new,[],0
2780,shorty mad 'cause she ain't no,[],0
2783,pretty face with a barbie doll,[],0
2786,'nother year 'nother vince lom',[],0
2790,dddon't stop the beat don't stop the beat target,[],0
2791,dddon't stop the beat don't stop the beat neutralize,[],0
2792,dddon't stop the beat don't stop the beat trigger,[],0
2793,dddon't stop the beat don't stop the beat shoot fire,[],0
2794,don't stop don't stop fire,[],0
2796,don't stop fire don't stop the beat,[],0
2799,let's go,[],0
2801,can't stop the beat fire,[],0
2810,i ain't tryna be buddy,[],0
2813,i'm a multimillion dollar home,[],0
2816,hollow points gonna go through your body,[],0
2817,washing them bitches bath and,['bitches'],1
2820,he be kissing all over my body,[],0
2821,get his dick stiffer than a roll,['dick'],1
2827,oh move your feet and,[],0
2840,we gon' spin and kill everybody this ain't what you want,[],0
2841,these bitches fuck everybody this ain't what you want,"['fuck', 'bitches']",1
2842,a nigga telling on everybody this ain't what you want,['nigga'],1
2843,oh move your feet and feel u this ain't what you want,[],0
2848,lil uzi woah body,[],0
2849,better than every body,[],0
2850,my felony's catching body,[],0
2851,they don't even know my body woah,[],0
2852,all my bitches get jealous body,['bitches'],1
2853,buy 'em all a bbl 'fore they got a body,[],0
2854,one two three four five just throwing my high body,[],0
2855,beat so hard that a nigga might die move your feet and,['nigga'],1
2857,dddon't stop the beat don't stop the beat this ain't what you want ah,[],0
2861,all of my bitches get jealous dddon't stop the beat don't stop the beat haha,['bitches'],1
2862,like an old school girl i'm still rocking them pelles,[],0
2863,dddon't stop the beat don't stop the beat,[],0
2865,got a young bitch like a nigga own belly dddon't stop the beat don't stop the beat haha,"['nigga', 'like', ""dddon't"", 'beat', 'young', 'bitch', 'got', 'belly']",1
2866,himalayan pussy worth way more than a kelly dddon't stop the beat don't stop haha,"['more', 'way', ""dddon't"", 'pussy', 'kelly', 'beat', 'himalayan', ""don't"", 'stop', 'worth']",1
2867,good coochie worth way more than a what don't stop don't stop woah,[],0
2868,i like to see it from the front when i look at your butt don't stop don't stop,[],0
2869,she got the junk in her trunk that's the reason why i'm cuffed don't stop don't stop,[],0
2870,i don't even care if my opp really my cousin,[],0
2871,don't stop don't stop,[],0
2873,all of my niggas don't stop they slide with the button let's go let's go brrt brrt,"['niggas', 'slide', ""don't"", 'all', 'button', 'brrt', ""let's"", 'stop', 'go']",1
2882,body body body body,[],0
2883,body body body,[],0
2884,move your feet and feel u,[],0
2885,don't stop the beat don't stop the beat,[],0
2887,oh oh oh,[],0
2888,come fill my glass up a little more,[],0
2889,we 'bout to get up and burn this floor,[],0
2890,you know we getting hotter and hotter,[],0
2891,sexy and hotter let's shut it down uh,[],0
2893,yo what i gotta do to show these girls that i own 'em,[],0
2894,some call me nicki and some call me roman,[],0
2895,skeeza please i'm in ibiza woah,[],0
2896,giuseppe zanotti my own sneaker,[],0
2897,sexy sexy that's all i do,[],0
2898,if you need a bad bitch let me call a few,['bitch'],1
2899,pumps on and them little miniskirts is out,[],0
2900,i see some good girls i'ma turn 'em out,[],0
2901,okay bottle sip bottle guzzle,[],0
2902,i'm a bad bitch no muzzle eh,['bitch'],1
2903,bottle sip bottle guzzle,[],0
2904,i'm a bad bitch no muzzle let's go,['bitch'],1
2905,music makes me high,[],0
2910,sexy and hotter let's shut it down,[],0
2911,pound the alarm,[],0
2913,i wanna do it for the night night,[],0
2914,so get me now and knock this over,[],0
2915,i wanna do it like you like like,[],0
2916,come get me baby we're not getting younger,[],0
2917,i just want you tonightnight,[],0
2919,baby we won't do it for life life oh,[],0
2928,alarm alarm,[],0
2940,oh oh,[],0
2944,stststep up in the party like my name was that bitch,"['bitch', 'stststep']",1
2945,all these haters mad because i'm so established,[],0
2946,they know i'm a beast yeah i'm a fucking savage,"['fucking', 'savage']",1
2947,haters you could kill yourself ah,[],0
2948,in my space shuttle and i'm not coming down,[],0
2949,i'm a stereo and she's just so monotone,[],0
2950,sometimes it's just me and all my bottles all alone,[],0
2951,i ain't coming back this time,[],0
2952,i can't believe it it's so amazing,[],0
2953,this club is heated this party's blazing,[],0
2954,i can't believe it this beat is banging,[],0
2955,i can't believe it i can't believe it,[],0
2956,hey check it out check it out check it out check it out,[],0
2957,check it out check it out check it out chcheck it out,[],0
2958,check it out check it out yeah yeah i'm feeling it now,[],0
2959,check it out check it out check it out,[],0
2960,stststep up in the party like my name is mr t,[],0
2962,all these hating naggers ain't got nat'in' on me,[],0
2963,honestly i gotta stay as fly as i can be,[],0
2964,if you wiki willy you get super og,[],0
2965,honeys always rush me 'cause i'm fly fly fly,[],0
2966,dummies they can't touch me 'cause i'm floating sky high,[],0
2967,i stay niggarific you don't need to ask why,['niggarific'],1
2968,you just gotta see with your eyes,[],0
2977,check this motherfucker out,['motherfucker'],1
2978,it got me in the club in the club just rocking like this,[],0
2980,dadundun,[],0
2981,the sun done yep the sun done,[],0
2982,came up but we still up in dungeon,[],0
2983,dadundun yep in london,[],0
2984,competition why yes i would love some,[],0
2985,how the fuck they get mad 'cause their run done,['fuck'],1
2986,mad 'cause i'm getting money in abundance,[],0
2987,man i can't even count all of these hundreds,[],0
2988,duffel bag every time i go to suntrust,[],0
2989,i leave the rest just to collect interest,[],0
2990,i mean interest fuck my nemesis,['fuck'],1
2991,exclamation just for emphasis,[],0
2992,and i don't sympathize 'cause you a simple bitch,['bitch'],1
2993,i just pop up on these hoes on some pimple shit,['shit'],1
2994,and put the iron to your face you old wrinkled bitch,['bitch'],1
2995,this is mega nigga uuultra enigmatic,"['nigga', 'mega']",1
2996,matic matic matic mamamatic,[],0
2997,oh we just had to kill it,[],0
2998,we on the radio hotter than a skillet,[],0
2999,we in the club making party people holla,[],0
3000,money in the bank we be getting top dollar,[],0
3001,i'm a big baller you a lil' smaller,[],0
3002,step up to my level need to grow a lil' taller,[],0
3003,i'm a shot caller get up off my collar,[],0
3004,you a chihuahua i'm a rottweiler,[],0
3005,i can't believe it it's so amazing yeah,[],0
3006,i can't believe it this beat is banging yeah,[],0
3014,whores in this house,['whores'],1
3015,there's some whores in this house,['whores'],1
3017,there's some whores in this house hol' up,['whores'],1
3018,i said certified freak seven days a week,[],0
3019,wetass pussy make that pullout game weak woo,"['pussy', 'wetass']",1
3020,ah,[],0
3023,yeah you fucking with some wetass pussy,"['pussy', 'wetass', 'fucking']",1
3024,bring a bucket and a mop for this wetass pussy,"['pussy', 'wetass']",1
3025,give me everything you got for this wetass pussy,"['pussy', 'wetass']",1
3026,beat it up nigga catch a charge,['nigga'],1
3027,extra large and extra hard,[],0
3028,put this pussy right in your face,['pussy'],1
3029,swipe your nose like a credit card,[],0
3030,hop on top i wanna ride,[],0
3031,i do a kegel while it's inside,"['inside', ""it's""]",1
3032,spit in my mouth look in my eyes,"['spit', 'eyes']",1
3033,this pussy is wet come take a dive,['pussy'],1
3034,tie me up like i'm a surprise,['surprise'],1
3035,let's roleplay i'll wear a disguise,[],0
3036,i want you to park that big mack truck right in this little garage,[],0
3037,make it cream make me scream,"['scream', 'cream']",1
3038,out in public make a scene,[],0
3039,i don't cook i don't clean,[],0
3040,but let me tell you how i got this ring,[],0
3041,ayy ayy,[],0
3043,gobble me swallow me drip down the side of me yeah,[],0
3044,quick jump out 'fore you let it get inside of me yeah,[],0
3045,i tell him where to put it never tell him where i'm 'bout to be huh,[],0
3046,i'll run down on him 'fore i have a nigga running me pow pow pow,['nigga'],1
3047,talk your shit bite your lip yeah,['shit'],1
3048,ask for a car while you ride that dick while you ride that dick,['dick'],1
3049,you really ain't never gotta fuck him for a thang yeah,['fuck'],1
3050,he already made his mind up 'fore he came ayy ah,[],0
3051,now get your boots and your coat for this wetass pussy ah ah ah,"['pussy', 'wetass']",1
3052,he bought a phone just for pictures of this wetass pussy click click click,"['pussy', 'click', 'wetass']",1
3053,paid my tuition just to kiss me on this wetass pussy mwah mwah mwah,"['pussy', 'paid', 'wetass']",1
3054,now make it rain if you wanna see some wetass pussy yeah yeah,"['pussy', 'wetass']",1
3055,look i need a hard hitter need a deep stroker,['stroker'],1
3056,need a henny drinker need a weed smoker,['weed'],1
3057,not a garter snake i need a king cobra,[],0
3058,with a hook in it hope it lean over,[],0
3059,he got some money then that's where i'm headed,[],0
3060,pussy a1 just like his credit,['pussy'],1
3061,he got a beard well i'm tryna wet it,[],0
3062,i let him taste it now he diabetic,['taste'],1
3063,i don't wanna spit i wanna gulp,"['spit', 'gulp']",1
3064,i wanna gag i wanna choke,"['gag', 'choke']",1
3065,i want you to touch that lil' dangly thing that swing in the back of my throat,"['throat', 'thing', ""lil'"", 'dangly']",1
3066,my head game is fire punani dasani,"['punani', 'head']",1
3067,it's going in dry and it's coming out soggy,[],0
3068,i ride on that thing like the cops is behind me yeah ah,[],0
3069,i spit on his mic and now he tryna sign me woo,['mic'],1
3070,your honor i'm a freak bitch handcuffs leashes,['bitch'],1
3071,switch my wig make him feel like he cheating,[],0
3072,put him on his knees give him something to believe in,[],0
3073,never lost a fight but i'm looking for a beating ah,[],0
3074,in the food chain i'm the one that eat ya,[],0
3075,if he ate my ass he's a bottomfeeder,['ass'],1
3076,big d stand for big demeanor,[],0
3077,i could make ya bust before i ever meet ya,[],0
3078,if it don't hang then he can't bang,[],0
3079,you can't hurt my feelings but i like pain,[],0
3080,if he fuck me and ask whose is it,['fuck'],1
3081,when i ride the dick i'ma spell my name ah,['dick'],1
3086,now from the top make it drop that's some wetass pussy,"['pussy', 'wetass']",1
3087,now get a bucket and a mop that's some wetass pussy,"['pussy', 'wetass']",1
3088,i'm talking wap wap wap that's some wetass pussy,"['pussy', 'wetass']",1
3089,macaroni in a pot that's some wetass pussy huh,"['pussy', 'wetass']",1
3101,ksr,[],0
3103,it's cardi ayy,[],0
3104,said i'm the shit they can't fuck with me if they wanted to,"['fuck', 'shit']",1
3105,i don't gotta dance,[],0
3106,said lil' bitch you can't fuck with me if you wanted to,"['fuck', 'bitch']",1
3107,these expensive these is red bottoms these is bloody shoes,[],0
3108,hit the store i can get 'em both i don't wanna choose,[],0
3109,and i'm quick cut a nigga off so don't get comfortable look,['nigga'],1
3110,i don't dance now i make money moves ayy ayy,[],0
3111,say i don't gotta dance i make money move,[],0
3112,if i see you and i don't speak that means i don't fuck with you,['fuck'],1
3113,i'm a boss you a worker bitch i make bloody moves,['bitch'],1
3114,now she say she gon' do what to who let's find out and see,[],0
3115,cardi b you know where i'm at you know where i be,[],0
3116,you in the club just to party i'm there i get paid a fee,[],0
3117,i be in and out them banks so much i know they're tired of me,[],0
3118,honestly don't give a fuck 'bout who ain't fond of me,['fuck'],1
3119,dropped two mixtapes in six months,[],0
3120,what bitch working as hard as me,['bitch'],1
3121,i don't bother with these hoes don't let these hoes bother me,[],0
3122,they see pictures they say goals bitch i'm who they tryna be,['bitch'],1
3123,look i might just chill in some bape,[],0
3124,i might just chill with your boo i might just feel on your babe,[],0
3125,my pussy feel like a lake,['pussy'],1
3126,he wanna swim with his face i'm like okay,[],0
3127,i'll let him get what he want he buy me yves saint laurent,[],0
3128,and the new whip when i go fast as a horse,[],0
3129,i got the trunk in the front vroom vroom,[],0
3130,i'm the hottest in the street know you prolly heard of me,[],0
3131,got a bag and fixed my teeth hope you hoes know it ain't cheap,[],0
3132,and i pay my mama bills i ain't got no time to chill,[],0
3133,think these hoes be mad at me their baby father run a bill,['hoes'],1
3138,i don't dance now i make money moves,[],0
3139,say i don't gotta dance i make money moves,[],0
3142,if you a pussy you get popped you a goofy you a opp,['pussy'],1
3143,don't you come around my way you can't hang around my block,[],0
3144,and i just checked my accounts turns out i'm rich i'm rich i'm rich,[],0
3145,i put my hand above my hip i bet you dip he dip she dip,[],0
3146,i say i get the money and go this shit is hot like a stove,['shit'],1
3147,my pussy glitter is gold tell that lil' bitch play her role,"['bitch', 'pussy']",1
3148,i just arrove in a rolls i just came up in a wraith,[],0
3149,i need to fill up the tank no i need to fill up the safe,[],0
3150,i need to let all these hoes know that none of their niggas is safe,['niggas'],1
3151,i go to dinner and steak only the real can relate,[],0
3152,i used to live in the p's now it's a crib with a gate,[],0
3153,rollie got charms look like frosted flakes,[],0
3154,had to let these bitches know just in case these hoes forgot,"['hoes', 'bitches']",1
3155,i just run and check the mail another check from mona scott,[],0
3164,yeah baby i like it like that,[],0
3165,you gotta believe me when i tell you,[],0
3166,i said i like it like that,[],0
3168,i said i like it like,[],0
3169,now i like dollars i like diamonds,[],0
3170,i like stuntin' i like shining yeah,[],0
3171,i like million dollar deals,[],0
3172,where's my pen bitch i'm signing signin',['bitch'],1
3173,i like those balenciagas those,[],0
3174,the ones that look like socks,[],0
3175,i like going to the jeweler,[],0
3176,i put rocks all in my watch chaching,[],0
3177,i like texts from my exes when they want a second chance what,[],0
3178,i like proving niggas wrong i do what they say i can't,['niggas'],1
3179,they call me cardi bardi banging body,[],0
3180,spicy mami hot tamale,[],0
3181,hotter than a somali fur coat ferrari rrr woo,[],0
3182,hop out the stu' jump in the coupe coupe,[],0
3183,big dipper on top of the roof,[],0
3184,flexing on bitches as hard as i can,['bitches'],1
3185,eating halal driving the lam',[],0
3186,told that bitch i'm sorry though sorry though,['bitch'],1
3187,'bout my coins like mario mario,[],0
3188,yeah they call me cardi b,[],0
3189,i run this shit like cardio woo facts,"['shit', 'facts']",1
3191,diamond district in the chain chain i said i like it like that,[],0
3192,certified you know i'm gang gang gang gang i said i like it likewoo,[],0
3193,drop the top and blow the brains woo i said i like it like that woo,[],0
3194,oh he's so handsome what's his name yeah woo facts i said i like it,[],0
3195,oh i need the dollars i said i like it like that chaching,[],0
3196,beat it up like piñatas i said i like it like uh,[],0
3197,tell the driver close the curtains i said i like it like that skrrt,[],0
3198,bad bitch make you nervous i said i like it,['bitch'],1
3199,cardi b,[],0
3200,chambean chambean pero no jalan jalan,[],0
3201,tú compras to'a las jordan bo a mí me las regalan jeje,[],0
3202,i spend in the club what you have in the bank wuh yeh,[],0
3203,this is the new religion bang in latino gang gang yeh,[],0
3204,trato de hacer dieta pero es que en el closet tengo mucha grasa yeh wuh,[],0
3205,ya mudé la' gucci pa' dentro de casa yeh wuh,[],0
3206,cabrón a ti no te conocen ni en plaza no,[],0
3207,el diablo me llama pero jesucristo me abraza amén,[],0
3208,guerrero como eddie que viva la raza yeh,[],0
3209,me gustan boricuas me gustan cubanas,[],0
3210,me gusta el acento de las colombianas qué hubo pues,[],0
3211,como mueve el culo la dominicana qué lo que,[],0
3212,lo rico que me chingan las venezolanas wuh,[],0
3213,andamos activos perico pin pin wuh,[],0
3214,billetes de cien en el maletín ching,[],0
3215,que retumbe el bajo bobby valentín yeh buh,[],0
3216,aquí es prohibido amar diles charytín,[],0
3217,que pa'l picor les tengo claritín,[],0
3218,yo llego a la disco y se forma el motín rrrah,[],0
3219,diamond district in the chain i said i like it like that bad bunny baby bebé bebé,[],0
3223,oh he's so handsome what's his name yeah woo yeh i said i like it,[],0
3224,oh i need the dollars chaching i said i like it like that,[],0
3225,beat it up like piñatas i said i like it like,[],0
3228,como celia cruz tengo el azúcar azúca',[],0
3229,tu jeva me vio y se fue de pecho como jimmy snuka ah,[],0
3230,te vamos a tumbar la peluca,[],0
3231,y arranca pa'l carajo cabrón que a ti no te vo'a pasar la hookah hookah hookah,[],0
3232,mis tenis balenciaga me reciben en la entrada wuh,[],0
3233,papapaparazzi like i'm lady gaga wuh,[],0
3234,y no te me hagas eh,[],0
3235,que en cover de billboard tú has visto mi cara eh,[],0
3236,no salgo de tu mente wuh,[],0
3237,donde quieras que viajes has escuchado mi gente,[],0
3238,yo no soy hype soy como el testarossa hype 'rossa,[],0
3239,yo soy el que se la vive y también el que la goza goza goza,[],0
3240,es la cosa mami es la cosa cosa cosa,[],0
3241,el que mira sufre y el que toca goza goza goza goza,[],0
3243,i said i like it like that rrr,[],0
3244,i said i like it like that woo,[],0
3246,diamond district in the chain i said i like it like that,[],0
3247,certified you know i'm gang gang i said i like it like,[],0
3248,drop the top and blow the brains i said i like it like that,[],0
3249,oh he's so handsome what's his name yeah i said i like it,[],0
3250,up up up ayy up uh up look this is fire,[],0
3251,once upon a time man i heard that i was ugly,[],0
3252,came from a bitch who nigga wanna fuck on me,"['nigga', 'fuck', 'bitch']",1
3253,i said my face bomb ass tight,['ass'],1
3254,racks stack up shaq height,[],0
3255,jewelry on me flashlight,[],0
3256,i been lit since last night,[],0
3257,hit him with that good good,[],0
3258,make a nigga act right,['nigga'],1
3259,broke boys don't deserve no pussy,['pussy'],1
3260,i know that's right,[],0
3261,big bag bussing out the bentley bentayga,[],0
3262,man balenciaga bardi back and all these bitches fucked,"['fucked', 'all', 'bitches']",1
3263,it's big bags bussing out the bentley bentayga man,[],0
3264,birkin bag bardi back and all you bitches fucked,"['fucked', 'all', 'bitches']",1
3265,if it's up then it's up then it's up then it's stuck,[],0
3266,if it's up then it's up then it's up then it's stuck huh ayy,[],0
3267,up then it's up if it's up then it's stuck huh,[],0
3268,if it's up then it's up then it's up then it's stuck huh woo,[],0
3269,i could make the party hot i could make your body rock,[],0
3270,bitches say they fucking with me chances are they probably not,"['fucking', 'bitches', 'say']",1
3271,if i had a dick you'd probably lick it like a lollipop,['dick'],1
3272,hoes speaking capenese hit 'em with karate chop,['hoes'],1
3273,i'm forever popping shit pulling up and dropping shit,['shit'],1
3274,gotta argue with him 'cause a nigga love a toxic bitch,"['nigga', 'bitch']",1
3275,niggas out here playin' gotta make 'em understand,"[""'em"", 'niggas']",1
3276,if ain't no ring on my finger you ain't going on my 'gram,[],0
3277,i said my face bomb ass tight yeah,['ass'],1
3278,racks stack up shaq height yeah,[],0
3279,jewelry on me flashlight huh,[],0
3280,i been lit since last night woo,[],0
3282,make a nigga act right ah,['nigga'],1
3286,man balenciaga bardi back and all these bitches fucked woo,"['fucked', 'all', 'bitches']",1
3291,up then it's up if it's up then it's stuck,[],0
3293,bitches ain't fucking with me now and i can see why,"['fucking', 'bitches']",1
3294,dirtyass dustyass bitch you got pink eye,"['dustyass', 'bitch', 'dirtyass']",1
3295,bitches want smoke until i bring it to they doorstep,['bitches'],1
3296,tell that bitch back back breath smell like horse sex ha,"['bitch', 'sex']",1
3297,put it on him now he will never be the same he won't,[],0
3298,tatted on my ass 'cause i really like the pain ah,['ass'],1
3299,he nutted on my butt i said i'm glad that you came,"['nutted', 'butt']",1
3300,if that nigga had a twin i would let 'em run a train skrrt,"['nigga', 'train']",1
3304,birkin bag bardi back and all you bitches fucked ooh,"['fucked', 'all', 'bitches']",1
3307,up then it's up if it's up then it's stuck woo,[],0
3308,if it's up then it's up then it's up then it's stuck huh,[],0
3309,look gotta play it safe huh,[],0
3310,no face no case hahaha,[],0
3311,look my bitches all bad my niggas all real,"['niggas', 'bitches']",1
3312,i ride on his dick in some big tall heels,['dick'],1
3313,big fat checks big large bills,[],0
3314,front i'll flip like ten cartwheels,[],0
3315,cold ass bitch i give broads chills,"['ass', 'bitch']",1
3316,ten different looks and my looks all kill,[],0
3317,i kiss him in the mouth i feel all grills,[],0
3318,he eat in the car that's meals on wheels woo,[],0
3319,i was born to flex yes,[],0
3320,diamonds on my neck,[],0
3321,i like boarding jets i like morning sex woo,[],0
3322,but nothing in this world that i like more than checks money,[],0
3323,all i really wanna see is the money,[],0
3324,i don't really need the d i need the money,[],0
3325,all a bad bitch need is the money flow,['bitch'],1
3326,i got bands in the coupe coupe,[],0
3327,busting out the roof,[],0
3329,touch me i'll shoot bow,[],0
3330,shake a lil ass money,['ass'],1
3331,get a little bag and take it to the store store money,[],0
3332,get a little cash money,[],0
3333,shake it real fast and get a little more money,[],0
3336,i got bands in the coupe brrr,[],0
3337,busting out the roof cardi,[],0
3338,i gotta fly i need a jet shit,['shit'],1
3339,i need room for my legs,[],0
3340,i got a baby i need some money yeah,[],0
3341,i need cheese for my egg,[],0
3342,all y'all bitches in trouble,['bitches'],1
3343,bring brass knuckles to the scuffle,[],0
3344,i heard that cardi went pop,[],0
3345,yeah i did go pop pop,[],0
3346,that's me busting they bubble,[],0
3347,i'm dasani with the drip,[],0
3348,baby mommy with the clip,[],0
3349,walk out follie's with a bitch,['bitch'],1
3350,bring a thottie to the whip,[],0
3351,if she fine or she thick goddamn,['goddamn'],1
3352,walking past the mirror ooh,[],0
3353,damn i'm fine fine,['damn'],1
3354,let a bitch try me boom boom,['bitch'],1
3355,hammer time uh,[],0
3375,bitch i will pop on your pops your pops,['bitch'],1
3376,bitch i will pop on whoever brrr,['bitch'],1
3377,you know who pop the most shit who,['shit'],1
3378,the people whose shit not together okay,['shit'],1
3379,you'da bet cardi a freak freak,[],0
3380,all my pajamas is leather uh,[],0
3381,bitch i will black on your ass yeah,['ass'],1
3382,wakanda forever,[],0
3383,sweet like a honey bun spit like a tommy gun,[],0
3384,rollie a one of one come get your mommy some,[],0
3385,cardi at the tiptop bitch,['bitch'],1
3386,kiss the ring and kick rocks sis mwah,[],0
3387,jump it down back it up ooh ayy,[],0
3388,make that nigga put down 2k,['nigga'],1
3389,i like my niggas dark like d'ussé,['niggas'],1
3390,he gonna eat this ass like soufflé,['ass'],1
3391,i was born to flex diamonds on my neck,[],0
3392,i like boarding jets i like morning sex,[],0
3393,but nothing in this world that i like more than kulture,[],0
3394,kulture kulture kulture,[],0
3397,all a bad bitch need is the,['bitch'],1
3398,kkc woo,[],0
3399,money,[],0
3407,look,[],0
3408,i just want to break up all your shit,['shit'],1
3409,call your mama phone let her know that she raised a bitch,"['bitch', 'mama']",1
3410,then dial tone click,[],0
3411,and fuck your little fakeass friends,"['fuck', 'fakeass']",1
3412,coming round acting like they my bros,[],0
3413,i seen y'all little group texts,[],0
3414,where you all like to brag about your hoes,['hoes'],1
3415,and you can tell your little bitch,['bitch'],1
3416,i screenshotted all her naked pics,['pics'],1
3417,oh you wanna send nudes to my man,[],0
3418,wake up and see your boobs on the 'gram lil' bitch,"['bitch', 'wake', ""lil'"", ""'gram""]",1
3419,i cannot stand you right hand to jesus,"['hand', 'jesus', 'right']",1
3421,i might just cut all the tongues out your sneakers,[],0
3422,smash your tv from best buy,[],0
3423,you gon' turn me into left eye,[],0
3424,i don't wanna hear 'bout invasion of privacy,[],0
3425,i had a feelin' it turns out you lie to me,[],0
3426,i'm holding back everything that's inside of me,[],0
3427,how you out fucking with bitches that follow me,"['fucking', 'bitches']",1
3428,my heart is beating like it's bleeding out,[],0
3429,you sleepin' you sleepin' you sleeping,[],0
3430,you sleeping like a baby,[],0
3431,everyone was right about you now and,[],0
3432,you creepin' you creepin' you creeping,[],0
3433,i went through your phone last night,[],0
3435,saw some things i didn't like,[],0
3437,it's killing me killing me killing me oh,[],0
3438,all i can see is you and her in different scenarios,[],0
3439,beyoncé on my stereo resentment on repeat,[],0
3440,i'ma make you a bowl of cereal with a teaspoon of bleach,[],0
3441,serve it to you like here you go nigga bon appétit,"['bon', 'like', 'serve', 'appétit', 'nigga', 'go']",1
3442,look did you give it to her raw you love her or nah,[],0
3443,you risk your whole home for a ho from the bar,[],0
3444,you really want them hoes you can have them bitches,"['hoes', 'want', 'really', 'bitches']",1
3445,you don't even cheat with no bad bitches,"['bitches', 'even', 'cheat', ""don't"", 'bad']",1
3446,this shit is eating me you sleeping peacefully,"['sleeping', 'shit', 'eating', 'peacefully']",1
3447,getting more mad at you thinking 'bout stabbing you,"['more', 'getting', 'mad', ""'bout"", 'thinking', 'stabbing']",1
3448,don't even know that you this close to dying,[],0
3449,you gon' wake up like why you got an attitude,[],0
3466,it's killing me,[],0
3478,uh uh yeah come on,[],0
3479,please me baby,[],0
3480,turn around and just tease me baby,[],0
3481,you know what i want and what i need baby,[],0
3482,let me hear you say,[],0
3483,please,[],0
3485,please woo,[],0
3493,lollipopping poppin' twerking in some j's ooh,[],0
3494,on the dance floor uhhuh no panties in the way nope,['panties'],1
3495,i take my time with it ow bring you close to me ow,[],0
3496,don't want no young dumb shit,['shit'],1
3497,better fuck me like we listening to jodeci,['fuck'],1
3498,i was tryna lay low low taking it slow slow,[],0
3499,when i'm fucking again ayy,['fucking'],1
3500,gotta celebrate do you man look good better put him away,[],0
3501,if you can't sweat the weave out you shouldn't even be out,[],0
3502,dinner reservations like the pussy you gon' eat out,"['eat', 'pussy']",1
3503,i'm gonna ride it do it just how you like it,[],0
3504,tonight and after that,[],0
3505,let's do it one more time,[],0
3506,girl i ain't one for beggin' but now you got me begging,[],0
3521,booty so round round booty so soft soft,[],0
3522,bet you wanna smack it again ayy,[],0
3523,let me demonstrate,[],0
3524,hit it one time make it levitate,[],0
3525,titties out like blaka blaka,"['titties', 'like']",1
3526,broke bitches watch out now watch out,['bitches'],1
3527,your pussy basura basura,['pussy'],1
3528,my pussy horchata oh,['pussy'],1
3530,tonight and after that ooh,[],0
3540,come on,[],0
3541,come on back it up for me,[],0
3543,ooh twerk it on me slowly,[],0
3545,girl let me put this loving on you,[],0
3546,you better say that shit uh,['shit'],1
3547,cardi don't play that shit yeahdo my back like i do these records break that shit,"['back', 'records', 'like', 'shit', 'yeahdo', 'break']",1
3549,please me baby uh,[],0
3550,turn around and tease me baby,[],0
3551,uh ooh,[],0
3553,you got what i want and need baby,[],0
3554,yes,[],0
3567,bong bong bong bong we good,[],0
3568,bong bong bong bong like a drum,[],0
3569,bong bong bong bong this is fire,[],0
